"","keys","accuracy","rt","Fimg","Simg","subID","trialNum","run"
"2911",-1,-1,0,18,19,"sub02",28,3
"3011",0,1,785,5,19,"sub02",29,3
"3115",0,1,371,10,4,"sub02",30,3
"3213",-1,-1,0,13,15,"sub02",31,3
"3311",0,1,1298,16,3,"sub02",32,3
"3411",0,1,395,16,20,"sub02",33,3
"3511",0,1,394,9,10,"sub02",34,3
"3611",0,0,301,3,3,"sub02",35,3
"3711",0,1,461,10,16,"sub02",36,3
"3811",0,1,378,3,2,"sub02",37,3
"3911",0,1,506,8,6,"sub02",38,3
"4011",0,1,369,4,13,"sub02",39,3
"4115",0,1,647,7,21,"sub02",40,3
"4213",0,1,1913,3,11,"sub02",41,3
"4311",0,1,318,20,8,"sub02",42,3
"4411",0,1,1622,4,19,"sub02",43,3
"4511",0,0,1450,13,13,"sub02",44,3
"4611",0,1,427,11,6,"sub02",45,3
"4711",0,1,729,6,14,"sub02",46,3
"4811",0,1,789,7,1,"sub02",47,3
"4911",0,1,690,13,16,"sub02",48,3
"5011",0,1,429,2,5,"sub02",49,3
"5115",-1,-1,0,14,8,"sub02",50,3
"5213",0,1,634,13,1,"sub02",51,3
"5311",0,1,1084,2,6,"sub02",52,3
"5411",0,1,95,11,21,"sub02",53,3
"5511",-1,-1,0,11,9,"sub02",54,3
"5611",0,1,873,10,18,"sub02",55,3
"5711",0,1,45,9,18,"sub02",56,3
"5811",0,1,838,9,7,"sub02",57,3
"5911",0,1,811,1,2,"sub02",58,3
"6011",0,1,322,13,2,"sub02",59,3
"6115",0,1,2391,12,4,"sub02",60,3
"6213",0,1,207,4,18,"sub02",61,3
"6311",0,1,520,12,21,"sub02",62,3
"6411",0,1,2238,9,3,"sub02",63,3
"6511",0,0,1427,12,12,"sub02",64,3
"6611",0,0,832,5,5,"sub02",65,3
"6711",0,1,765,12,11,"sub02",66,3
"6811",0,1,620,19,14,"sub02",67,3
"6911",0,1,888,16,9,"sub02",68,3
"7011",0,1,589,11,5,"sub02",69,3
"7115",0,1,704,14,5,"sub02",70,3
"7212",-1,-1,0,19,15,"sub02",71,3
"7311",0,1,114,17,20,"sub02",72,3
"7411",-1,-1,0,5,20,"sub02",73,3
"7511",0,1,955,3,6,"sub02",74,3
"7611",0,1,1116,11,2,"sub02",75,3
"7711",0,1,1152,5,13,"sub02",76,3
"7811",0,1,386,17,18,"sub02",77,3
"260",0,1,340,5,11,"sub01",1,4
"360",0,1,294,9,20,"sub01",2,4
"460",0,1,2075,15,12,"sub01",3,4
"560",0,1,917,14,20,"sub01",4,4
"660",0,1,340,18,16,"sub01",5,4
"760",0,1,2486,18,8,"sub01",6,4
"812",0,1,357,21,11,"sub01",7,4
"912",0,1,2475,13,15,"sub01",8,4
"1012",0,1,625,17,20,"sub01",9,4
"1112",0,1,1953,11,8,"sub01",10,4
"1212",0,1,474,14,11,"sub01",11,4
"1312",1,1,254,18,18,"sub01",12,4
"1412",0,1,311,5,15,"sub01",13,4
"1512",0,1,296,13,8,"sub01",14,4
"1612",0,1,445,18,12,"sub01",15,4
"1712",0,1,435,2,13,"sub01",16,4
"1812",1,0,2427,6,7,"sub01",17,4
"1912",0,1,2107,5,2,"sub01",18,4
"2012",0,1,2491,18,21,"sub01",19,4
"2116",0,1,2482,18,3,"sub01",20,4
"2214",1,1,2478,10,10,"sub01",21,4
"2312",1,1,2494,14,14,"sub01",22,4
"2412",0,1,2471,20,13,"sub01",23,4
"2512",0,1,1067,11,17,"sub01",24,4
"2612",-1,-1,0,14,9,"sub01",25,4
"2712",0,1,1498,11,19,"sub01",26,4
"2812",0,1,636,2,8,"sub01",27,4
"2912",0,1,1519,20,4,"sub01",28,4
"3012",0,1,945,6,2,"sub01",29,4
"3116",0,1,403,19,3,"sub01",30,4
"3214",0,1,2242,18,5,"sub01",31,4
"3312",0,1,770,6,16,"sub01",32,4
"3412",0,1,663,11,4,"sub01",33,4
"3512",0,1,395,19,18,"sub01",34,4
"3612",0,1,412,19,7,"sub01",35,4
"3712",0,1,691,19,10,"sub01",36,4
"3812",0,1,939,12,13,"sub01",37,4
"3912",0,1,607,18,13,"sub01",38,4
"4012",-1,-1,0,14,21,"sub01",39,4
"4116",0,1,360,20,18,"sub01",40,4
"4214",0,1,547,17,21,"sub01",41,4
"4312",0,1,494,20,11,"sub01",42,4
"4412",0,1,427,3,1,"sub01",43,4
"4512",0,1,370,2,4,"sub01",44,4
"4612",0,1,568,21,8,"sub01",45,4
"4712",-1,-1,0,13,11,"sub01",46,4
"4812",0,1,766,6,17,"sub01",47,4
"4912",0,0,1570,20,20,"sub01",48,4
"5012",0,1,378,10,3,"sub01",49,4
"5116",-1,-1,0,21,20,"sub01",50,4
"5214",0,1,269,3,5,"sub01",51,4
"5312",0,1,1483,12,21,"sub01",52,4
"5412",0,1,2072,17,1,"sub01",53,4
"5512",0,1,2239,8,4,"sub01",54,4
"5612",0,1,935,12,20,"sub01",55,4
"5712",0,1,1482,19,16,"sub01",56,4
"5812",1,1,492,9,9,"sub01",57,4
"5912",0,1,1286,2,16,"sub01",58,4
"6012",1,1,635,16,16,"sub01",59,4
"6116",0,1,1726,7,11,"sub01",60,4
"6214",0,1,877,9,4,"sub01",61,4
"6312",-1,-1,0,14,7,"sub01",62,4
"6412",0,1,277,12,5,"sub01",63,4
"6512",0,1,274,14,6,"sub01",64,4
"6612",0,1,714,19,20,"sub01",65,4
"6712",0,1,386,4,16,"sub01",66,4
"6812",0,1,701,15,9,"sub01",67,4
"6912",0,1,1022,15,21,"sub01",68,4
"7012",0,1,1590,20,3,"sub01",69,4
"7116",0,1,1231,19,14,"sub01",70,4
"7213",1,1,424,7,7,"sub01",71,4
"7312",0,1,1237,5,13,"sub01",72,4
"7412",0,1,669,1,8,"sub01",73,4
"7512",0,1,694,15,17,"sub01",74,4
"7612",0,1,1004,1,13,"sub01",75,4
"7712",0,1,734,3,4,"sub01",76,4
"7812",1,1,664,3,3,"sub01",77,4
"270",0,1,368,6,13,"sub04",1,4
"370",0,1,244,19,21,"sub04",2,4
"470",0,1,380,2,15,"sub04",3,4
"570",0,1,485,19,15,"sub04",4,4
"670",0,1,309,8,3,"sub04",5,4
"770",0,1,333,5,21,"sub04",6,4
"813",0,1,284,17,13,"sub04",7,4
"913",0,1,347,9,15,"sub04",8,4
"1013",0,1,255,12,14,"sub04",9,4
"1113",0,1,302,12,16,"sub04",10,4
"1213",0,1,376,17,10,"sub04",11,4
"1313",1,1,275,14,14,"sub04",12,4
"1413",0,1,284,21,2,"sub04",13,4
"1513",1,1,329,9,9,"sub04",14,4
"1613",0,1,260,11,3,"sub04",15,4
"1713",0,1,448,8,5,"sub04",16,4
"1813",0,1,339,13,5,"sub04",17,4
"1913",0,1,595,7,9,"sub04",18,4
"2013",1,0,255,3,5,"sub04",19,4
"2117",0,1,321,11,6,"sub04",20,4
"2215",1,1,298,7,7,"sub04",21,4
"2313",0,1,367,2,4,"sub04",22,4
"2413",0,1,288,1,5,"sub04",23,4
"2513",0,1,268,9,19,"sub04",24,4
"2613",0,1,274,7,11,"sub04",25,4
"2713",0,1,295,6,3,"sub04",26,4
"2813",0,1,327,11,5,"sub04",27,4
"2913",0,1,268,3,10,"sub04",28,4
"3013",0,1,377,7,5,"sub04",29,4
"3117",0,1,408,2,20,"sub04",30,4
"3215",0,1,309,2,17,"sub04",31,4
"3313",1,1,290,13,13,"sub04",32,4
"3413",0,1,288,2,9,"sub04",33,4
"3513",1,1,271,11,11,"sub04",34,4
"3613",0,1,301,13,19,"sub04",35,4
"3713",0,1,259,1,2,"sub04",36,4
"3813",0,1,466,16,2,"sub04",37,4
"3913",1,1,551,1,1,"sub04",38,4
"4013",0,1,336,13,18,"sub04",39,4
"4117",0,1,332,20,14,"sub04",40,4
"4215",1,0,1252,21,8,"sub04",41,4
"4313",0,1,282,8,10,"sub04",42,4
"4413",0,1,450,7,12,"sub04",43,4
"4513",1,1,241,21,21,"sub04",44,4
"4613",0,1,285,6,4,"sub04",45,4
"4713",0,1,271,18,2,"sub04",46,4
"4813",1,0,379,13,12,"sub04",47,4
"4913",0,1,185,11,17,"sub04",48,4
"5013",0,1,258,19,4,"sub04",49,4
"5117",0,1,317,9,6,"sub04",50,4
"5215",0,1,288,15,21,"sub04",51,4
"5313",0,1,1361,5,9,"sub04",52,4
"5413",0,1,842,1,18,"sub04",53,4
"5513",0,1,416,4,20,"sub04",54,4
"5613",1,1,230,17,17,"sub04",55,4
"5713",1,0,256,1,15,"sub04",56,4
"5813",1,1,121,8,8,"sub04",57,4
"5913",0,1,253,19,3,"sub04",58,4
"6013",1,0,268,17,8,"sub04",59,4
"6117",0,1,323,11,9,"sub04",60,4
"6215",0,1,412,2,3,"sub04",61,4
"6313",0,1,241,11,4,"sub04",62,4
"6413",0,1,860,3,4,"sub04",63,4
"6513",1,0,261,14,13,"sub04",64,4
"6613",1,1,178,19,19,"sub04",65,4
"6713",0,1,642,9,4,"sub04",66,4
"6813",0,1,223,13,2,"sub04",67,4
"6913",0,1,230,17,9,"sub04",68,4
"7013",0,1,314,10,21,"sub04",69,4
"7117",0,1,329,17,21,"sub04",70,4
"7214",0,1,256,17,19,"sub04",71,4
"7313",0,1,248,13,8,"sub04",72,4
"7413",0,1,424,21,7,"sub04",73,4
"7513",1,1,198,12,12,"sub04",74,4
"7613",0,1,459,21,3,"sub04",75,4
"7713",0,1,206,19,1,"sub04",76,4
"7813",0,1,173,11,19,"sub04",77,4
"280",0,1,25,18,14,"sub03",1,4
"380",1,0,1,10,11,"sub03",2,4
"480",0,1,132,11,17,"sub03",3,4
"580",0,1,393,9,6,"sub03",4,4
"680",0,1,0,2,18,"sub03",5,4
"780",0,1,101,5,14,"sub03",6,4
"814",1,1,80,2,2,"sub03",7,4
"914",0,1,93,13,15,"sub03",8,4
"1014",0,1,112,19,18,"sub03",9,4
"1114",0,1,42,18,9,"sub03",10,4
"1214",0,1,467,20,1,"sub03",11,4
"1314",0,1,5,17,2,"sub03",12,4
"1414",1,0,30,16,15,"sub03",13,4
"1514",0,1,99,3,21,"sub03",14,4
"1614",0,1,301,16,12,"sub03",15,4
"1714",0,1,35,2,10,"sub03",16,4
"1814",0,0,0,10,10,"sub03",17,4
"1914",0,1,136,1,5,"sub03",18,4
"2014",0,1,52,4,6,"sub03",19,4
"2118",0,1,468,16,3,"sub03",20,4
"2216",0,1,151,21,14,"sub03",21,4
"2314",0,1,17,12,18,"sub03",22,4
"2414",0,1,0,17,20,"sub03",23,4
"2514",0,1,122,7,6,"sub03",24,4
"2614",0,1,64,2,19,"sub03",25,4
"2714",0,0,449,19,19,"sub03",26,4
"2814",0,1,310,16,21,"sub03",27,4
"2914",0,1,289,1,16,"sub03",28,4
"3014",0,1,347,14,8,"sub03",29,4
"3118",0,1,230,17,14,"sub03",30,4
"3216",0,1,85,6,1,"sub03",31,4
"3314",0,1,34,17,15,"sub03",32,4
"3414",0,1,177,9,5,"sub03",33,4
"3514",0,1,47,19,10,"sub03",34,4
"3614",1,1,76,12,12,"sub03",35,4
"3714",0,1,393,18,16,"sub03",36,4
"3814",0,1,2,13,9,"sub03",37,4
"3914",0,1,87,7,8,"sub03",38,4
"4014",0,1,261,5,11,"sub03",39,4
"4118",0,1,423,4,15,"sub03",40,4
"4216",0,0,39,20,20,"sub03",41,4
"4314",0,1,142,9,2,"sub03",42,4
"4414",0,1,341,15,21,"sub03",43,4
"4514",0,1,33,21,9,"sub03",44,4
"4614",0,1,166,20,2,"sub03",45,4
"4714",0,1,209,8,3,"sub03",46,4
"4814",0,1,53,19,15,"sub03",47,4
"4914",0,1,41,12,7,"sub03",48,4
"5014",0,1,57,1,13,"sub03",49,4
"5118",0,1,370,10,7,"sub03",50,4
"5216",0,1,1,7,16,"sub03",51,4
"5314",0,1,159,14,3,"sub03",52,4
"5414",0,1,80,8,17,"sub03",53,4
"5514",0,1,31,1,9,"sub03",54,4
"5614",0,1,58,20,10,"sub03",55,4
"5714",0,1,23,11,3,"sub03",56,4
"5814",0,1,209,7,3,"sub03",57,4
"5914",0,1,446,13,8,"sub03",58,4
"6014",0,1,363,16,14,"sub03",59,4
"6118",1,0,238,9,8,"sub03",60,4
"6216",0,1,95,20,9,"sub03",61,4
"6314",0,1,64,1,3,"sub03",62,4
"6414",0,1,241,6,13,"sub03",63,4
"6514",0,1,94,2,21,"sub03",64,4
"6614",0,1,118,5,7,"sub03",65,4
"6714",0,1,28,8,21,"sub03",66,4
"6814",0,0,74,15,15,"sub03",67,4
"6914",0,1,51,4,18,"sub03",68,4
"7014",0,1,124,4,19,"sub03",69,4
"7118",0,1,0,8,16,"sub03",70,4
"7215",0,1,235,7,14,"sub03",71,4
"7314",0,1,185,13,19,"sub03",72,4
"7414",1,1,84,17,17,"sub03",73,4
"7514",0,1,365,18,13,"sub03",74,4
"7614",0,1,84,13,5,"sub03",75,4
"7714",0,1,240,17,10,"sub03",76,4
"7814",0,1,33,13,16,"sub03",77,4
"290",0,1,1093,16,12,"sub02",1,4
"390",0,1,332,17,6,"sub02",2,4
"490",0,1,1440,4,12,"sub02",3,4
"590",0,1,792,5,15,"sub02",4,4
"690",0,0,1129,18,18,"sub02",5,4
"790",0,1,431,13,17,"sub02",6,4
"815",0,1,586,15,10,"sub02",7,4
"915",0,1,1906,13,15,"sub02",8,4
"1015",0,0,1841,16,16,"sub02",9,4
"1115",0,0,561,19,19,"sub02",10,4
"1215",0,1,2133,15,6,"sub02",11,4
"1315",0,1,503,21,6,"sub02",12,4
"1415",0,1,520,12,20,"sub02",13,4
"1515",0,1,525,5,17,"sub02",14,4
"1615",0,1,2,11,8,"sub02",15,4
"1715",0,1,1159,14,21,"sub02",16,4
"1815",0,1,484,10,18,"sub02",17,4
"1915",0,1,592,3,1,"sub02",18,4
"2015",0,1,751,4,2,"sub02",19,4
"2119",0,1,1368,11,10,"sub02",20,4
"2217",-1,-1,0,13,12,"sub02",21,4
"2315",0,1,604,15,21,"sub02",22,4
"2415",0,1,372,15,8,"sub02",23,4
"2515",0,1,328,21,1,"sub02",24,4
"2615",0,1,1762,1,20,"sub02",25,4
"2715",0,1,787,21,19,"sub02",26,4
"2815",0,1,966,9,18,"sub02",27,4
"2915",-1,-1,0,9,17,"sub02",28,4
"3015",0,1,2254,6,12,"sub02",29,4
"3119",0,1,579,3,21,"sub02",30,4
"3217",0,1,626,20,15,"sub02",31,4
"3315",0,1,2168,8,20,"sub02",32,4
"3415",0,1,1223,19,2,"sub02",33,4
"3515",-1,-1,0,7,20,"sub02",34,4
"3615",0,1,295,15,9,"sub02",35,4
"3715",0,1,997,5,12,"sub02",36,4
"3815",0,1,444,13,21,"sub02",37,4
"3915",0,1,571,17,2,"sub02",38,4
"4015",-1,-1,0,13,4,"sub02",39,4
"4119",0,1,557,3,18,"sub02",40,4
"4217",0,1,462,10,20,"sub02",41,4
"4315",-1,-1,0,15,12,"sub02",42,4
"4415",0,1,470,18,14,"sub02",43,4
"4515",0,1,468,4,11,"sub02",44,4
"4615",0,1,457,8,10,"sub02",45,4
"4715",0,1,678,8,1,"sub02",46,4
"4815",0,1,2432,20,5,"sub02",47,4
"4915",0,1,2029,13,18,"sub02",48,4
"5015",-1,-1,0,9,3,"sub02",49,4
"5119",0,1,820,10,1,"sub02",50,4
"5217",0,1,348,9,20,"sub02",51,4
"5315",0,1,1890,1,2,"sub02",52,4
"5415",0,1,827,2,16,"sub02",53,4
"5515",0,1,2182,13,20,"sub02",54,4
"5615",0,1,667,21,8,"sub02",55,4
"5715",0,1,2194,3,17,"sub02",56,4
"5815",0,1,587,5,10,"sub02",57,4
"5915",0,1,209,10,14,"sub02",58,4
"6015",0,1,843,17,11,"sub02",59,4
"6119",0,0,631,15,15,"sub02",60,4
"6217",0,0,383,7,7,"sub02",61,4
"6315",0,1,484,1,19,"sub02",62,4
"6415",0,1,385,5,2,"sub02",63,4
"6515",0,1,1822,5,16,"sub02",64,4
"6615",0,1,869,6,19,"sub02",65,4
"6715",-1,-1,0,17,15,"sub02",66,4
"6815",0,1,998,4,14,"sub02",67,4
"6915",-1,-1,0,18,4,"sub02",68,4
"7015",0,1,221,16,1,"sub02",69,4
"7119",0,1,367,2,8,"sub02",70,4
"7216",-1,-1,0,13,6,"sub02",71,4
"7315",-1,-1,0,2,11,"sub02",72,4
"7415",-1,-1,0,6,6,"sub02",73,4
"7515",0,1,1666,7,2,"sub02",74,4
"7615",0,1,757,6,2,"sub02",75,4
"7715",0,1,2174,6,4,"sub02",76,4
"7815",0,1,745,3,6,"sub02",77,4
"2100",0,0,321,15,15,"sub01",1,5
"3100",1,1,245,2,2,"sub01",2,5
"4100",0,1,299,7,16,"sub01",3,5
"5100",0,1,435,13,7,"sub01",4,5
"6100",0,1,110,1,11,"sub01",5,5
"791",0,1,306,6,12,"sub01",6,5
"816",0,1,333,21,10,"sub01",7,5
"916",0,1,538,21,5,"sub01",8,5
"1016",0,1,476,17,13,"sub01",9,5
"1116",0,1,478,6,8,"sub01",10,5
"1216",0,1,322,21,7,"sub01",11,5
"1316",0,1,265,17,5,"sub01",12,5
"1416",0,1,110,13,16,"sub01",13,5
"1516",0,1,657,1,14,"sub01",14,5
"1616",0,1,1506,6,5,"sub01",15,5
"1716",0,1,508,4,19,"sub01",16,5
"1816",0,1,794,11,2,"sub01",17,5
"1916",0,1,1098,16,1,"sub01",18,5
"2016",0,1,1235,8,7,"sub01",19,5
"2120",0,1,70,15,6,"sub01",20,5
"2218",0,1,536,12,17,"sub01",21,5
"2316",0,1,815,18,15,"sub01",22,5
"2416",0,1,151,5,7,"sub01",23,5
"2516",0,1,316,14,10,"sub01",24,5
"2616",1,1,169,6,6,"sub01",25,5
"2716",0,1,685,7,20,"sub01",26,5
"2816",0,1,558,10,1,"sub01",27,5
"2916",0,1,278,18,4,"sub01",28,5
"3016",0,1,119,21,13,"sub01",29,5
"3120",0,1,497,8,12,"sub01",30,5
"3218",1,0,262,13,14,"sub01",31,5
"3316",1,1,1016,17,17,"sub01",32,5
"3416",1,1,834,4,4,"sub01",33,5
"3516",0,1,571,10,6,"sub01",34,5
"3616",0,1,733,6,1,"sub01",35,5
"3716",0,1,912,15,19,"sub01",36,5
"3816",0,0,304,21,21,"sub01",37,5
"3916",0,1,81,10,7,"sub01",38,5
"4016",0,1,267,5,20,"sub01",39,5
"4120",0,1,208,9,10,"sub01",40,5
"4218",0,1,285,13,19,"sub01",41,5
"4316",0,1,346,9,6,"sub01",42,5
"4416",0,1,362,1,7,"sub01",43,5
"4516",0,1,1152,5,19,"sub01",44,5
"4616",0,1,408,17,8,"sub01",45,5
"4716",0,1,313,2,15,"sub01",46,5
"4816",1,1,233,8,8,"sub01",47,5
"4916",0,1,2478,16,20,"sub01",48,5
"5016",0,1,325,1,21,"sub01",49,5
"5120",0,1,309,5,9,"sub01",50,5
"5218",0,1,501,15,8,"sub01",51,5
"5316",0,1,308,5,16,"sub01",52,5
"5416",0,1,319,6,11,"sub01",53,5
"5516",0,1,305,3,13,"sub01",54,5
"5616",0,1,341,6,20,"sub01",55,5
"5716",0,1,2492,21,6,"sub01",56,5
"5816",0,1,8,15,7,"sub01",57,5
"5916",0,1,808,20,8,"sub01",58,5
"6016",0,1,735,9,11,"sub01",59,5
"6120",0,0,327,5,5,"sub01",60,5
"6218",0,1,1012,16,8,"sub01",61,5
"6316",0,1,994,14,4,"sub01",62,5
"6416",0,1,345,18,2,"sub01",63,5
"6516",-1,0,1455,18,1,"sub01",64,5
"6616",0,1,2220,7,9,"sub01",65,5
"6716",-1,0,265,20,10,"sub01",66,5
"6816",0,1,261,19,1,"sub01",67,5
"6916",0,1,139,2,3,"sub01",68,5
"7016",0,1,584,17,9,"sub01",69,5
"7120",0,1,1473,2,14,"sub01",70,5
"7217",0,1,2051,3,12,"sub01",71,5
"7316",0,1,1708,18,14,"sub01",72,5
"7416",0,1,794,20,1,"sub01",73,5
"7516",0,1,1060,8,19,"sub01",74,5
"7616",0,1,928,17,18,"sub01",75,5
"7716",1,1,227,1,1,"sub01",76,5
"7816",0,1,715,4,17,"sub01",77,5
"2101",1,0,1137,12,11,"sub04",1,5
"3101",0,1,346,5,15,"sub04",2,5
"4101",0,1,283,14,11,"sub04",3,5
"5101",0,1,244,17,3,"sub04",4,5
"6101",0,1,244,18,12,"sub04",5,5
"792",0,1,262,8,18,"sub04",6,5
"817",1,1,339,2,2,"sub04",7,5
"917",0,1,240,3,16,"sub04",8,5
"1017",0,1,282,10,20,"sub04",9,5
"1117",0,1,294,12,6,"sub04",10,5
"1217",0,1,267,14,4,"sub04",11,5
"1317",0,1,254,5,12,"sub04",12,5
"1417",1,0,378,19,18,"sub04",13,5
"1517",0,1,269,18,5,"sub04",14,5
"1617",0,1,285,19,5,"sub04",15,5
"1717",0,1,416,1,9,"sub04",16,5
"1817",0,1,249,7,18,"sub04",17,5
"1917",0,1,253,8,12,"sub04",18,5
"2017",0,1,233,4,7,"sub04",19,5
"2121",0,1,415,7,19,"sub04",20,5
"2219",0,1,335,20,8,"sub04",21,5
"2317",0,1,231,9,10,"sub04",22,5
"2417",0,1,231,14,2,"sub04",23,5
"2517",0,1,333,9,20,"sub04",24,5
"2617",1,0,413,4,8,"sub04",25,5
"2717",0,1,314,15,12,"sub04",26,5
"2817",0,1,148,5,2,"sub04",27,5
"2917",0,1,281,12,4,"sub04",28,5
"3017",0,1,334,3,20,"sub04",29,5
"3121",0,1,133,16,21,"sub04",30,5
"3219",0,1,270,20,19,"sub04",31,5
"3317",0,1,247,2,8,"sub04",32,5
"3417",0,1,241,2,6,"sub04",33,5
"3517",0,1,343,13,7,"sub04",34,5
"3617",0,1,226,15,6,"sub04",35,5
"3717",0,1,219,15,4,"sub04",36,5
"3817",0,1,257,10,16,"sub04",37,5
"3917",0,1,251,14,3,"sub04",38,5
"4017",0,1,337,18,9,"sub04",39,5
"4121",0,1,246,2,19,"sub04",40,5
"4219",0,1,316,11,15,"sub04",41,5
"4317",0,1,399,14,17,"sub04",42,5
"4417",0,0,326,16,16,"sub04",43,5
"4517",0,1,250,12,3,"sub04",44,5
"4617",1,1,118,18,18,"sub04",45,5
"4717",0,1,276,6,19,"sub04",46,5
"4817",0,1,360,19,10,"sub04",47,5
"4917",1,0,224,17,20,"sub04",48,5
"5017",0,1,266,10,15,"sub04",49,5
"5121",1,0,287,6,5,"sub04",50,5
"5219",0,1,274,16,20,"sub04",51,5
"5317",1,0,306,16,1,"sub04",52,5
"5417",0,1,265,1,12,"sub04",53,5
"5517",1,0,285,20,21,"sub04",54,5
"5617",0,1,409,4,16,"sub04",55,5
"5717",0,1,211,11,16,"sub04",56,5
"5817",0,1,83,4,17,"sub04",57,5
"5917",0,1,233,5,17,"sub04",58,5
"6017",1,0,618,21,12,"sub04",59,5
"6121",0,1,271,4,1,"sub04",60,5
"6219",0,1,241,19,8,"sub04",61,5
"6317",0,1,287,14,15,"sub04",62,5
"6417",1,0,218,8,1,"sub04",63,5
"6517",0,1,261,16,6,"sub04",64,5
"6617",0,1,296,3,9,"sub04",65,5
"6717",1,0,273,8,15,"sub04",66,5
"6817",0,1,256,13,21,"sub04",67,5
"6917",0,1,322,18,20,"sub04",68,5
"7017",0,1,396,8,7,"sub04",69,5
"7121",0,1,428,7,14,"sub04",70,5
"7218",0,1,312,7,20,"sub04",71,5
"7317",0,1,285,7,16,"sub04",72,5
"7417",1,0,573,13,9,"sub04",73,5
"7517",0,1,390,10,2,"sub04",74,5
"7617",0,1,288,4,10,"sub04",75,5
"7717",0,0,307,4,4,"sub04",76,5
"7817",0,1,317,18,6,"sub04",77,5
"2102",0,1,21,17,5,"sub03",1,5
"3102",0,1,52,12,2,"sub03",2,5
"4102",0,1,75,7,11,"sub03",3,5
"5102",0,1,58,13,7,"sub03",4,5
"6102",0,1,147,11,21,"sub03",5,5
"793",0,1,93,3,10,"sub03",6,5
"818",0,1,294,8,2,"sub03",7,5
"918",0,1,11,8,18,"sub03",8,5
"1018",0,1,12,19,16,"sub03",9,5
"1118",0,1,68,16,10,"sub03",10,5
"1218",0,1,3,17,12,"sub03",11,5
"1318",0,0,317,1,1,"sub03",12,5
"1418",0,1,177,11,8,"sub03",13,5
"1518",0,1,69,11,13,"sub03",14,5
"1618",0,1,112,15,11,"sub03",15,5
"1718",0,1,107,2,16,"sub03",16,5
"1818",0,1,56,14,1,"sub03",17,5
"1918",0,1,148,3,12,"sub03",18,5
"2018",0,1,153,10,4,"sub03",19,5
"2122",0,1,63,4,13,"sub03",20,5
"2220",0,1,197,21,5,"sub03",21,5
"2318",1,1,351,5,5,"sub03",22,5
"2418",1,1,252,21,21,"sub03",23,5
"2518",0,1,77,8,15,"sub03",24,5
"2618",0,1,114,4,11,"sub03",25,5
"2718",0,1,111,17,21,"sub03",26,5
"2818",0,1,442,4,14,"sub03",27,5
"2918",0,1,108,15,18,"sub03",28,5
"3018",0,1,193,20,6,"sub03",29,5
"3122",0,1,375,7,15,"sub03",30,5
"3220",0,1,208,6,8,"sub03",31,5
"3318",0,1,80,4,1,"sub03",32,5
"3418",0,1,8,18,7,"sub03",33,5
"3518",0,1,55,4,9,"sub03",34,5
"3618",0,1,343,8,19,"sub03",35,5
"3718",0,1,46,21,1,"sub03",36,5
"3818",0,1,38,3,2,"sub03",37,5
"3918",0,1,108,3,20,"sub03",38,5
"4018",0,1,126,21,18,"sub03",39,5
"4122",0,1,208,20,16,"sub03",40,5
"4220",0,1,443,13,17,"sub03",41,5
"4318",0,1,149,15,10,"sub03",42,5
"4418",0,1,129,18,20,"sub03",43,5
"4518",0,1,130,21,19,"sub03",44,5
"4618",0,1,82,14,12,"sub03",45,5
"4718",0,1,103,7,1,"sub03",46,5
"4818",0,1,42,21,13,"sub03",47,5
"4918",0,1,116,4,16,"sub03",48,5
"5018",0,1,123,2,7,"sub03",49,5
"5122",0,1,131,3,9,"sub03",50,5
"5220",0,1,189,12,21,"sub03",51,5
"5318",0,1,37,7,9,"sub03",52,5
"5418",0,1,18,19,12,"sub03",53,5
"5518",0,1,43,13,2,"sub03",54,5
"5618",0,1,119,18,17,"sub03",55,5
"5718",0,1,73,3,17,"sub03",56,5
"5818",0,1,346,20,7,"sub03",57,5
"5918",0,1,89,6,12,"sub03",58,5
"6018",0,1,79,11,6,"sub03",59,5
"6122",1,1,117,14,14,"sub03",60,5
"6220",0,1,482,6,17,"sub03",61,5
"6318",0,1,18,19,6,"sub03",62,5
"6418",1,1,329,4,4,"sub03",63,5
"6518",0,1,39,4,21,"sub03",64,5
"6618",0,1,89,5,10,"sub03",65,5
"6718",0,1,48,14,2,"sub03",66,5
"6818",0,1,50,16,9,"sub03",67,5
"6918",0,1,60,1,18,"sub03",68,5
"7018",0,1,66,2,11,"sub03",69,5
"7122",0,0,155,11,11,"sub03",70,5
"7219",0,1,58,11,18,"sub03",71,5
"7318",0,1,253,2,4,"sub03",72,5
"7418",0,1,40,16,5,"sub03",73,5
"7518",0,1,71,1,8,"sub03",74,5
"7618",0,0,86,16,16,"sub03",75,5
"7718",0,1,57,21,6,"sub03",76,5
"7818",0,1,173,4,12,"sub03",77,5
"2103",0,1,1147,21,12,"sub02",1,5
"3103",0,0,1413,1,1,"sub02",2,5
"4103",0,1,1496,12,14,"sub02",3,5
"5103",0,0,2114,8,8,"sub02",4,5
"6103",0,1,530,2,21,"sub02",5,5
"794",0,1,485,13,2,"sub02",6,5
"819",0,1,1301,19,9,"sub02",7,5
"919",0,1,1184,6,9,"sub02",8,5
"1019",0,1,1028,6,18,"sub02",9,5
"1119",0,1,1543,1,17,"sub02",10,5
"1219",0,1,1377,19,11,"sub02",11,5
"1319",0,1,1649,7,10,"sub02",12,5
"1419",0,1,1646,7,8,"sub02",13,5
"1519",0,1,2292,10,13,"sub02",14,5
